filename, stage1, stage2, stage3
00263_JPG.rf.4fbcfa8a709d769db298c8828ea0fca4.jpg, 0, 1, 1
00367_JPG.rf.484762e0353231640fa3a600982cbe35.jpg, 0, 1, 1
00255_JPG.rf.334e683c85fb8820d85aa9e1cc1f915d.jpg, 0, 1, 1
00309_JPG.rf.59fa5bab0aad9a0573fd71ddbdf77850.jpg, 0, 1, 0
00302_JPG.rf.4cbc623356140247e7c5a24a8b389374.jpg, 1, 0, 1
00373_JPG.rf.5bf2cfceaa82f076174ed1bc9f912e8a.jpg, 1, 0, 0
00178_JPG.rf.4fac3a00ee893dbb7a57c8924d14f39c.jpg, 0, 1, 0
00164_JPG.rf.36e4cb86b2634a79ba73fb7293cbd8f2.jpg, 0, 1, 0
00360_JPG.rf.576a36711a0d5052d72b6ff2b1de913a.jpg, 1, 1, 0
00277_JPG.rf.597be65a04308ba6e697386a0ede8332.jpg, 0, 1, 0
00284_JPG.rf.5aeb6b92c185929d9ce71b61dc93dcf1.jpg, 0, 0, 1
00356_JPG.rf.5059c1cadd6a0deceda0f9852b0a4aef.jpg, 1, 1, 0
00177_JPG.rf.5a1748c6f9693f72080a9ed1bb5dbfc2.jpg, 1, 1, 0
00170_JPG.rf.5ccf5fc94c14de1d72a43f95e78b0c02.jpg, 1, 1, 1
00126_JPG.rf.5f98b61d6217e6ae9bcbf4ec8d06a9f0.jpg, 0, 0, 1
00138_JPG.rf.6249810793ed706f63d7841956792d23.jpg, 0, 1, 0
00194_JPG.rf.635e9856a7c5843eb5ef269b5f21de06.jpg, 0, 1, 0
00128_JPG.rf.63c6db9429454593bc5345f03143504e.jpg, 0, 1, 1
00297_JPG.rf.6e5bee2954fcc5c1e074bf6872a0ceb3.jpg, 0, 0, 1
00270_JPG.rf.6c40be2176ca51c4c5df3f25ce2b16d1.jpg, 0, 1, 0
00341_JPG.rf.60e691131b275e60d0c81e56fa92108a.jpg, 1, 0, 1
00368_JPG.rf.67348d83594bac9105cae6a130f7399d.jpg, 0, 0, 1
00004_jpeg.rf.65760f99c0113483430766035abe2dd9.jpg, 0, 1, 0
00278_JPG.rf.74aceebbadee64167169399835f9a614.jpg, 1, 0, 0
00254_JPG.rf.67b7c2cef2bebc775e71add09a355e47.jpg, 0, 1, 1
00314_JPG.rf.70cfa3c6cf5626740645c0769ee6fd2c.jpg, 0, 1, 0
00007_jpg.rf.73b591eaf7443a05b0d1f68fa0a8e620.jpg, 0, 1, 0
00148_JPG.rf.789df0102c67a9630afc88bf02d8524a.jpg, 0, 1, 1
00338_JPG.rf.7d9226f87d355ad5cf178f7b40b49660.jpg, 1, 1, 1
00142_JPG.rf.765b5b34a824612d2f1cc98ef86892f9.jpg, 0, 0, 1
00001_jpeg.rf.75f3e8830fa607889c9427e556fdbad3.jpg, 0, 1, 0
00366_JPG.rf.7b93115dd0a65a818ab1d4ae7f7ae69f.jpg, 1, 0, 0
00292_JPG.rf.740e0a779735bf401a796e36d4e35ea9.jpg, 0, 1, 0
00307_JPG.rf.7d2fdfb8856ad0f80182505db1af23a7.jpg, 0, 1, 1
00340_JPG.rf.795fe93e265f7b0632b094444f81dbf1.jpg, 1, 1, 0
00226_JPG.rf.9bcbc53e8b7a6765d585c76520d79301.jpg, 0, 1, 1
00124_JPG.rf.96b9ee4126ba883ee7e2a026290cb89c.jpg, 0, 0, 1
00377_JPG.rf.9419ddf4d83bc7856c8216efd2d89bdc.jpg, 0, 0, 0
00150_JPG.rf.95fd735667d3bd182620c6123246a2a1.jpg, 0, 1, 1
00152_JPG.rf.988e492604784deaf91bcb53832a550f.jpg, 0, 1, 1
00174_JPG.rf.86cacd65523f4f66929fb5ebbc75d8bb.jpg, 1, 1, 1
00325_JPG.rf.9248b3552ce47483a01896915cfc29ba.jpg, 1, 1, 0
00149_JPG.rf.8786de0f4be30567f7051b9759ea6c8d.jpg, 0, 1, 1
00171_JPG.rf.94d9bd750c3d235a4c9d5a2c9b314757.jpg, 1, 1, 1
00321_JPG.rf.8b530a01d97fceb9cd89af828dda5e6d.jpg, 1, 1, 1
00232_JPG.rf.99c3b1912fb04ecee7837822e9966002.jpg, 1, 1, 0
00250_JPG.rf.90a6e6d0d537e1c4b3629144c625f700.jpg, 0, 0, 0
00169_JPG.rf.83f4b23a0e0374e79565e5decd9a3fc7.jpg, 0, 1, 1
00353_JPG.rf.9f13d485d8137ddc8c8cbf0957c6158b.jpg, 1, 0, 1
00163_JPG.rf.8c632850ddf5751a7f5e4dea7d9b862a.jpg, 0, 1, 0
00193_JPG.rf.8c20a6f921fb2fda8e1494d4ea2f9a9d.jpg, 1, 1, 0
00319_JPG.rf.99fff2ff35a5362a2d8a9a7c5128b5b0.jpg, 1, 1, 0
00206_JPG.rf.817ba941699bb757a1818fa888b65b7b.jpg, 0, 1, 0
00244_JPG.rf.9fc1a49a3ce5accc8d94e5c3159ab2e7.jpg, 0, 1, 1
00344_JPG.rf.9e4624f300da6e96b98ab46c2b0b4462.jpg, 1, 0, 1
00182_JPG.rf.80b83ee326859bb93ed5aab0d2a0e214.jpg, 0, 1, 1
00224_JPG.rf.a111885b8dea5cb40d17f8c3294d48cd.jpg, 1, 1, 0
00213_JPG.rf.a6f348669dae45d551683e3879b4fcc2.jpg, 0, 0, 0
00308_JPG.rf.9fbc697fd1fa7bce89460038c79cc32f.jpg, 0, 0, 0
00165_JPG.rf.a6b8819ca0ef28132262d2c217a3abb6.jpg, 0, 1, 1
00208_JPG.rf.a7f050b8ff3b3cef2d9b78c19ce11bfd.jpg, 0, 1, 0
00351_JPG.rf.ae83f910ab2f9317d7486ff56551ecb9.jpg, 0, 1, 0
00121_JPG.rf.adc6d90623411992c353abea82501777.jpg, 0, 0, 0
00316_JPG.rf.ae27a25cc99563c5678fd44debc57db1.jpg, 1, 1, 1
00354_JPG.rf.b3dbcecdb034c6c38e6e086697fec2cf.jpg, 1, 0, 0
00348_JPG.rf.b2013ad33cd1ca7d9bc4b6747a045658.jpg, 1, 1, 0
00241_JPG.rf.b4ff1d6c5d3a36dde05c3d4e9cb49c20.jpg, 0, 0, 0
00002_jpg.rf.c160fd3cd6546ab97d0661ffb5a86f9c.jpg, 0, 1, 0
00280_JPG.rf.b6cb622132faf363abcf1195bc171b50.jpg, 0, 1, 0
00188_JPG.rf.b032ee9609977d6440f7660e3adee860.jpg, 0, 1, 0
00312_JPG.rf.c04b39eaba0d49d0b4d7ff19fdb48487.jpg, 1, 0, 1
00293_JPG.rf.bb3a8383a78751f8f36af988cb7fff4b.jpg, 0, 1, 0
00172_JPG.rf.b58ceaa6b0d12943d04768f52f2bc3db.jpg, 0, 1, 1
00306_JPG.rf.bbb2d6375138ceda59762ee1afa7785e.jpg, 0, 1, 0
00125_JPG.rf.c410c28ab1664e3924764bd9e35f5cde.jpg, 0, 0, 1
00320_JPG.rf.befe52ce04718490b8a2bd164273cdd0.jpg, 0, 1, 0
00158_JPG.rf.bf71dbe691acd8bfdc027f2b450419ad.jpg, 0, 1, 1
00151_JPG.rf.b8f345ea9f80f22feae845b672f87c58.jpg, 0, 1, 1
00294_JPG.rf.c2324aee8262132c1ef241769d49b0bb.jpg, 0, 1, 0
00315_JPG.rf.c25a1b03ee08470eaea41fff1f0238f3.jpg, 0, 1, 0
00265_JPG.rf.c062bdd2f6c62c4140e66327aed89669.jpg, 0, 1, 1
00282_JPG.rf.b78b21d6128da2224f48a022f2046147.jpg, 0, 1, 0
00251_JPG.rf.c505d723e2934a7546112829a2058473.jpg, 0, 1, 0
00253_JPG.rf.c8efd103e8e17427d3d65eaf628a05f1.jpg, 0, 1, 0
00274_JPG.rf.c441decbf9b59e965cfef67833f0148a.jpg, 0, 1, 0
00334_JPG.rf.cac57c182fc609db11ce704488e1d0e2.jpg, 1, 1, 1
00359_JPG.rf.c3715d638459701e7e2b9c8f4666ca88.jpg, 1, 0, 0
00242_JPG.rf.c80bf18ee90072cbb70e918baa18b309.jpg, 1, 0, 0
00184_JPG.rf.d269647be0bae57c55b494f8c0f4a11c.jpg, 1, 1, 1
00187_JPG.rf.d4ac4af3cde5de1c34b602b82e011df3.jpg, 0, 0, 1
00009_jpg.rf.cba3ea8bf8169e46899ab5f113c1d7a7.jpg, 0, 0, 0
00283_JPG.rf.d0f2549e8d0be56d38522d4c77d29e2b.jpg, 0, 1, 0
00298_JPG.rf.d3a5bd39d1d829e6c7998089e737d4d1.jpg, 0, 0, 1
00180_JPG.rf.d5b4a069c26760f1291256ebfded3a29.jpg, 1, 1, 0
00006_jpg.rf.d70a02372806d1fa59f2f688392a0551.jpg, 0, 1, 0
00210_JPG.rf.d6de95824526d36835f0308889b04240.jpg, 0, 1, 0
00166_JPG.rf.e568232cc9d7bbcfb5cb109b5ad7b8c2.jpg, 1, 0, 0
00281_JPG.rf.e041cccf7551e23d81df5eac8a4bea3f.jpg, 1, 0, 0
00272_JPG.rf.dbacf0b126dc969e15fc780d7dfbd6cc.jpg, 0, 1, 1
00140_JPG.rf.d3ce302f24df1a7a8a02e3cbd901e66c.jpg, 0, 0, 1
00258_JPG.rf.e5b02f0b49a5f14213bef96021148341.jpg, 0, 0, 0
00329_JPG.rf.dfbefc51422d8411e97b60f55cc815c5.jpg, 1, 1, 0
00135_JPG.rf.dafa27590020306cd5747f07864053ae.jpg, 0, 1, 1
00181_JPG.rf.d5e0180f15e71bcbcdda20a0ed26df3e.jpg, 0, 1, 0
00143_JPG.rf.e6dd11808188e83d4df45c6a016dd087.jpg, 0, 1, 1
00139_JPG.rf.e95db5f6795b1b644c47be6f9aeb2f32.jpg, 0, 0, 1
00133_JPG.rf.f16dff54903113f99844614fb371d779.jpg, 0, 1, 1
00230_JPG.rf.d710d34aa0d83ee732ba451de301436d.jpg, 0, 1, 1
00211_JPG.rf.e727bd368445b6223c511cfb22ec0ad8.jpg, 0, 1, 1
00268_JPG.rf.ed54b41a0f46f0ac580362efb8d2af54.jpg, 0, 1, 0
00235_JPG.rf.e8e076b4fdfc5581c26a3613425f94ed.jpg, 0, 1, 0
00204_JPG.rf.eb7854be16abb767a4ed683ca9da2422.jpg, 1, 1, 0
00144_JPG.rf.ea0d7a21a8bc809329a1a58bbc0fd909.jpg, 0, 1, 1
00276_JPG.rf.eeaa31ff7997965054a3e2020342ba6a.jpg, 0, 1, 1
00322_JPG.rf.f5d234c2dead4a9f6a7c956348e435af.jpg, 1, 1, 0
00311_JPG.rf.f3ff95479adc9a3cf1518ea3feae8c3c.jpg, 1, 0, 0
00249_JPG.rf.f56c56638718b8e5d61f0534a4bdc383.jpg, 0, 0, 0
00183_JPG.rf.f5ad58e5c97c2c49732c7192cc5c7638.jpg, 0, 1, 0
00146_JPG.rf.f5fbaae7bc6ed45163077ef9467ddbfc.jpg, 0, 1, 0
00192_JPG.rf.ee29523a6b0c7555585036f5e3efad41.jpg, 1, 1, 0
00261_JPG.rf.f35d1378c2d0d1a8bbc7f37117038ecf.jpg, 0, 0, 0
00136_JPG.rf.fb2d1f59375a6339ccc246ac8c0c0abc.jpg, 0, 0, 1
00220_JPG.rf.f7cd0407372f24f859a290cf88f83401.jpg, 0, 1, 0
00195_JPG.rf.fe8716513bbdd08d00f6202db7f5af78.jpg, 0, 1, 0
00331_JPG.rf.fb980d076e2eb3d5565c6e49da4d95ba.jpg, 0, 1, 0
00264_JPG.rf.d89c38f137487825808f4a963727cb60.jpg, 0, 0, 0
